province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Olympia,6118,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Cerro Largo,6119,League Of The Free Peoples,LFP,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by League Of The Free Peoples (LFP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",LFP,OWNED,high
Bend,6120,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Saluzzo,6121,Sardinia,SAR,"Italy 1763 (pre-unification states + republics): province held by Sardinia (SAR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SAR,OWNED,high
Santa Rosa,6122,Comanche,CMC,"North America 1763 (post-Paris colonies + Native nations): province held by Comanche (CMC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",CMC,OWNED,high
La Chiva,6123,League Of The Free Peoples,LFP,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by League Of The Free Peoples (LFP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",LFP,OWNED,high
Kustanay,6124,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Laayoune,6125,Morocco,MOR,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Morocco (MOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",MOR,OWNED,high
Fort Peck,6126,Iron Confederacy,ICF,"North America 1763 (post-Paris colonies + Native nations): province held by Iron Confederacy (ICF) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",ICF,OWNED,high
Yurga,6127,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Narva,6128,Estonia,EST,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Estonia (EST) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",EST,OWNED,high
Ngozi,6129,Burundi,BRN,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Burundi (BRN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",BRN,OWNED,high
Bayan Nur,6130,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Shimogoa,6131,Mysore,MYS,"South Asia 1763 (post-Mughal successors + EIC): province held by Mysore (MYS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MYS,OWNED,high
Kampala,6132,Buganda,BUG,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Buganda (BUG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",BUG,OWNED,high
Anadarko,6133,Comanche,CMC,"North America 1763 (post-Paris colonies + Native nations): province held by Comanche (CMC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",CMC,OWNED,high
Chulym,6134,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Orlov,6135,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Protvino,6136,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Ammarnäs,6137,Sweden,SWE,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Sweden (SWE) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SWE,OWNED,high
Sligo,6138,Great Britain,GBR,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Great Britain (GBR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",GBR,OWNED,high
Strömsund,6139,Sweden,SWE,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Sweden (SWE) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SWE,OWNED,high
Silale,6140,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kotelnichy,6141,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Ferrol,6142,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Fredrikstad,6143,Norway,NOR,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Norway (NOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",NOR,OWNED,high
Skadovsk,6144,Crimea,CRM,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Crimea (CRM) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",CRM,OWNED,high
Kaluga,6145,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Choteau,6146,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Bogatyrevo,6147,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Boxing,6148,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Naberschnye Chelny,6149,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Massa-Carrara,6150,Massa,MSS,"Italy 1763 (pre-unification states + republics): province held by Massa (MSS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",MSS,OWNED,high
Oahu,6151,Hawaii,HWI,"Polynesia 1763 (Pacific island polities): province held by Hawaii (HWI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",HWI,OWNED,high
Gloucester,6152,Great Britain,GBR,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Great Britain (GBR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",GBR,OWNED,high
Yahyali,6153,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Coruna,6154,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Kongsvinger,6155,Norway,NOR,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Norway (NOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",NOR,OWNED,high
Luxor,6156,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Batman,6157,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Balkhash,6158,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Macon,6159,Muscogee,MSG,"North America 1763 (post-Paris colonies + Native nations): province held by Muscogee (MSG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",MSG,OWNED,high
Warren,6160,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Pagadian,6161,Maguindanao,MGO,"Maritime SE Asia 1763 (sultanates + VOC): province held by Maguindanao (MGO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",MGO,OWNED,high
Dezhou,6162,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Gweru,6163,Matabele,MAT,"Southern Africa 1763 (Cape + Bantu polities): province held by Matabele (MAT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",MAT,OWNED,high
Lakedemoneia,6164,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Avignon,6165,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Paramushir,6166,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Taidong,6167,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Ungheni,6168,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Chapecó,6169,Misiones,MSN,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Misiones (MSN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",MSN,OWNED,high
Amursk,6170,Manchuria,MNC,"East Asia 1763 (Qing empire + tributaries): province held by Manchuria (MNC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MNC,OWNED,high
Coatzacoalcos,6171,New Spain,NSP,"North America 1763 (post-Paris colonies + Native nations): province held by New Spain (NSP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",NSP,OWNED,high
Al Mahamid,6172,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Dzhaore,6173,Manchuria,MNC,"East Asia 1763 (Qing empire + tributaries): province held by Manchuria (MNC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MNC,OWNED,high
Dothan,6174,Muscogee,MSG,"North America 1763 (post-Paris colonies + Native nations): province held by Muscogee (MSG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",MSG,OWNED,high
Boa Vista,6175,Brazil,BRZ,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Brazil (BRZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",BRZ,OWNED,high
Lawrence,6176,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Sirawai,6177,Maguindanao,MGO,"Maritime SE Asia 1763 (sultanates + VOC): province held by Maguindanao (MGO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",MGO,OWNED,high
Mianeh,6178,Maragheh,MGH,"Caucasus 1763 (Ottoman/Persian frontier khanates + Georgia): province held by Maragheh (MGH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MGH,OWNED,high
Mbala,6179,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Kyparissia,6180,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Úcua,6181,Angola,ANG,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Angola (ANG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",ANG,OWNED,high
Maragheh,6182,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Puebla,6183,New Spain,NSP,"North America 1763 (post-Paris colonies + Native nations): province held by New Spain (NSP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",NSP,OWNED,high
Berenike,6184,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Calabozo,6185,Captaincy General Venezuela,CPV,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Captaincy General Venezuela (CPV) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",CPV,OWNED,high
Alegría,6186,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Creek,6187,Comanche,CMC,"North America 1763 (post-Paris colonies + Native nations): province held by Comanche (CMC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",CMC,OWNED,high
Titicaca,6188,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Vitória,6189,Brazil,BRZ,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Brazil (BRZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",BRZ,OWNED,high
Hathras,6190,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Ceuta,6191,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Jarsuguda,6192,Nagpur,NAG,"South Asia 1763 (post-Mughal successors + EIC): province held by Nagpur (NAG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",NAG,OWNED,high
Biała,6193,Poland,POL,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Poland (POL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",POL,OWNED,high
Ober Palen,6194,Livonia,LIV,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Livonia (LIV) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",LIV,OWNED,high
Evreux,6195,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Mullingar,6196,Great Britain,GBR,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Great Britain (GBR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",GBR,OWNED,high
Najran,6197,Najran,NJR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Najran (NJR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",NJR,OWNED,high
Taipaq,6198,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Barbados,6199,British Leeward Islands,LWI,"North America 1763 (post-Paris colonies + Native nations): province held by British Leeward Islands (LWI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",LWI,OWNED,high
Prokuplje,6200,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Avesta,6201,Sweden,SWE,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Sweden (SWE) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SWE,OWNED,high
Pułtusk,6202,Poland,POL,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Poland (POL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",POL,OWNED,high
Cuenca,6203,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Detmold,6204,Lippe-Detmold,LPD,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Lippe-Detmold (LPD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",LPD,OWNED,high
Reval,6205,Estonia,EST,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Estonia (EST) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",EST,OWNED,high
Argentan,6206,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Bagua,6207,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Dazhou,6208,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Siduk,6209,Pontianak,PNK,"Maritime SE Asia 1763 (sultanates + VOC): province held by Pontianak (PNK) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",PNK,OWNED,high
Beysterek,6210,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Gimje,6211,Korea,KOR,"East Asia 1763 (Qing empire + tributaries): province held by Korea (KOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KOR,OWNED,high
Krusevac,6212,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Wydak,6213,Cheyenne,CHY,"North America 1763 (post-Paris colonies + Native nations): province held by Cheyenne (CHY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",CHY,OWNED,high
Zara,6214,Venice,VEN,"Italy 1763 (pre-unification states + republics): province held by Venice (VEN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",VEN,OWNED,high
Roman,6215,Moldavia,MOL,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Moldavia (MOL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",MOL,OWNED,high
Jaynagar,6216,Bengal,BNG,"South Asia 1763 (post-Mughal successors + EIC): province held by Bengal (BNG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",BNG,OWNED,high
Munera,6217,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Kunduz,6218,Kunduz,KDZ,"Central Asia 1763 (khanates / Qing frontier): province held by Kunduz (KDZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KDZ,OWNED,high
Calcutta,6219,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Idaho Falls,6220,Bannock,BCK,"North America 1763 (post-Paris colonies + Native nations): province held by Bannock (BCK) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",BCK,OWNED,high
Benxi,6221,Mukden,MKD,"East Asia 1763 (Qing empire + tributaries): province held by Mukden (MKD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MKD,OWNED,high
Guangshui,6222,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Pulau Bangka,6223,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Ouled Djellal,6224,Touggourt,TOU,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Touggourt (TOU) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",TOU,OWNED,high
Tanjong Malim,6225,Johor,JHR,"Maritime SE Asia 1763 (sultanates + VOC): province held by Johor (JHR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",JHR,OWNED,high
Jiaonan,6226,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Bethel,6227,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Olney,6228,Muscogee,MSG,"North America 1763 (post-Paris colonies + Native nations): province held by Muscogee (MSG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",MSG,OWNED,high
Albert,6229,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Dulan,6230,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
St Helens,6231,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Siguiri,6232,Bate,BAT,"West Africa 1763 (Asante/Oyo/Dahomey + Sahelian states): province held by Bate (BAT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",BAT,OWNED,high
Abha,6233,Diryah,DRY,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Diryah (DRY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",DRY,OWNED,high
Payette,6234,Shoshone,SHO,"North America 1763 (post-Paris colonies + Native nations): province held by Shoshone (SHO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",SHO,OWNED,high
Xalapa,6235,New Spain,NSP,"North America 1763 (post-Paris colonies + Native nations): province held by New Spain (NSP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",NSP,OWNED,high
Bayir,6236,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Eighty Mile Beach,6237,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
El Golea,6238,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Perak,6239,Selangor,SGR,"Maritime SE Asia 1763 (sultanates + VOC): province held by Selangor (SGR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",SGR,OWNED,high
Quelimane,6240,Mozambique,MOZ,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Mozambique (MOZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",MOZ,OWNED,high
Ganzhou,6241,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Afabet,6242,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Tilitschiki,6243,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Gorodets,6244,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Carlow,6245,Great Britain,GBR,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Great Britain (GBR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",GBR,OWNED,high
Mecula,6246,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Roslavl,6247,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kuittinen,6248,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Berezanka,6249,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Lelchytsy,6250,Lithuania,LIT,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Lithuania (LIT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",LIT,OWNED,high
Vichuga,6251,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
